file,bead_number,start_index,end_index,original_file_label,refined_label,Random Forest_Prediction,HistGradientBoosting_Prediction,Logistic Regression_Prediction,SVM_Prediction,XGBoost_Prediction,KNN_Prediction,Neural Network_Prediction
112005_BM4A2NE1T220810Y0192.csv,17,101815,103289,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112005_BM4A2NE1T220810Y0192.csv,18,103438,104913,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,19,105076,106550,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,20,106711,108185,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,21,108364,109838,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112005_BM4A2NE1T220810Y0192.csv,22,110000,111474,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112005_BM4A2NE1T220810Y0192.csv,23,123089,124564,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,24,124712,126186,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,25,126332,127806,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,26,127953,129427,OK,OK,Hot Melt,Hot Melt,Hot Melt,Hot Melt,Hot Melt,OK,OK
112005_BM4A2NE1T220810Y0192.csv,27,129569,131043,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,28,131188,132662,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,29,132838,134312,OK,OK,OK,OK,OK,OK,OK,OK,OK
112005_BM4A2NE1T220810Y0192.csv,30,134462,135936,OK,OK,OK,OK,OK,OK,OK,Weak Weld,OK
112005_BM4A2NE1T220810Y0192.csv,31,136084,137558,OK,OK,OK,OK,OK,OK,OK,OK,OK
112005_BM4A2NE1T220810Y0192.csv,32,149417,152744,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,33,152887,156213,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112005_BM4A2NE1T220810Y0192.csv,34,166012,169338,OK,OK,,,,,,,
112005_BM4A2NE1T220810Y0192.csv,35,169493,172819,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,1,9713,13706,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,2,13891,17883,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,3,18030,22023,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,4,42859,46185,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,5,46369,49695,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,6,49849,53176,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,7,65048,66522,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,8,66669,68143,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,9,68292,69766,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,10,69927,71401,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,11,83862,85336,OK,OK,OK,OK,OK,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,12,85487,86961,OK,OK,OK,OK,OK,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,13,87109,88583,OK,OK,OK,OK,OK,Hot Melt,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,14,88728,90202,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,15,90363,91837,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,16,91982,93456,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,17,103873,105347,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,18,105499,106973,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,19,107123,108597,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,20,108758,110232,OK,OK,OK,OK,Weak Weld,Weak Weld,Poor Appearance,OK,OK
103719_BM4A1NE1T220810Y0191.csv,21,110410,111884,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,22,112035,113509,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,23,124457,125932,OK,OK,OK,OK,Hot Melt,Hot Melt,OK,OK,Hot Melt
103719_BM4A1NE1T220810Y0191.csv,24,126081,127555,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,25,127700,129174,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,26,129321,130795,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,27,130937,132412,OK,OK,OK,OK,OK,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,28,132556,134030,OK,OK,OK,OK,OK,Hot Melt,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,29,134207,135681,OK,OK,OK,OK,Hot Melt,OK,OK,Weak Weld,OK
103719_BM4A1NE1T220810Y0191.csv,30,135834,137308,OK,OK,OK,OK,OK,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,31,137453,138927,OK,OK,OK,OK,OK,OK,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,32,151750,155076,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,33,155221,158547,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103719_BM4A1NE1T220810Y0191.csv,34,169305,172632,OK,OK,,,,,,,
103719_BM4A1NE1T220810Y0191.csv,35,172788,176114,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,1,9693,13686,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,2,13884,17876,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,3,18024,22016,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,4,41727,45053,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,5,45237,48563,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,6,48718,52044,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,7,63724,65199,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,8,65346,66820,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,9,66968,68443,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,10,68604,70078,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,11,81448,82922,OK,OK,OK,OK,OK,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,12,83076,84550,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,13,84695,86169,OK,OK,OK,OK,Poor Appearance,Poor Appearance,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,14,86317,87791,OK,OK,Hot Melt,Hot Melt,OK,OK,Hot Melt,Hot Melt,OK
112230_BM4A2NE1T220810Y0193.csv,15,87953,89427,OK,OK,OK,OK,OK,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,16,89572,91046,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,17,103162,104636,OK,OK,OK,OK,Poor Appearance,Poor Appearance,OK,OK,Poor Appearance
112230_BM4A2NE1T220810Y0193.csv,18,104788,106262,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,19,106411,107885,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,20,108045,109519,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,21,109698,111172,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,22,111323,112797,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,23,124235,125709,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,24,125861,127335,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,25,127502,128976,OK,OK,OK,OK,Poor Appearance,Hot Melt,Hot Melt,OK,OK
112230_BM4A2NE1T220810Y0193.csv,26,129138,130613,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,27,130755,132229,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,28,132384,133858,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,29,134035,135509,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,30,135662,137136,OK,OK,OK,OK,OK,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,31,137281,138756,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,32,150082,153408,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,33,153551,156877,OK,OK,,,,,,,
112230_BM4A2NE1T220810Y0193.csv,34,167351,170677,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112230_BM4A2NE1T220810Y0193.csv,35,170835,174161,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,1,9928,13921,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,2,14104,18096,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,3,18244,22236,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,4,41818,45144,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,5,45329,48655,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,6,48808,52134,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,7,63679,65153,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,8,65301,66775,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,9,66921,68395,OK,OK,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK,Weak Weld
112408_BM4A1NE1T220810Y0195.csv,10,68556,70030,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
112408_BM4A1NE1T220810Y0195.csv,11,81131,82606,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,12,82758,84233,OK,OK,OK,OK,OK,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,13,84377,85852,OK,OK,OK,OK,OK,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,14,85999,87473,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,15,87615,89090,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,16,89234,90708,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,17,103280,104754,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,18,104903,106377,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,19,106527,108001,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,20,108161,109635,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,21,109814,111288,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,22,111439,112913,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,23,124901,126376,OK,OK,OK,OK,Hot Melt,Hot Melt,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,24,126524,127999,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,25,128143,129617,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,26,129765,131239,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,27,131381,132855,OK,OK,OK,OK,OK,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,28,133000,134474,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,29,134651,136125,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,30,136278,137752,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,31,137897,139371,OK,OK,OK,OK,OK,OK,Weak Weld,OK,OK
112408_BM4A1NE1T220810Y0195.csv,32,150046,153372,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,33,153534,156860,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112408_BM4A1NE1T220810Y0195.csv,34,167549,170875,OK,OK,,,,,,,
112408_BM4A1NE1T220810Y0195.csv,35,171032,174358,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,1,9073,13066,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,2,13250,17242,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,3,17389,21382,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,4,40014,43341,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,5,43524,46850,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,6,47006,50333,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,7,63062,64536,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,8,64684,66158,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,9,66307,67781,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,10,67942,69416,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,11,81895,83369,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,12,83522,84996,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,13,85141,86615,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,14,86763,88237,OK,OK,OK,Hot Melt,Hot Melt,OK,Hot Melt,Weak Weld,OK
112126_BM4A1NE1T220810Y0193.csv,15,88379,89853,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,16,89998,91472,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,17,101361,102835,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,18,102987,104461,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,19,104610,106084,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,20,106244,107718,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,21,107897,109371,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,22,109522,110996,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,23,123108,124582,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,24,124736,126210,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,25,126358,127832,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,26,127979,129453,OK,OK,OK,OK,OK,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,27,129613,131087,OK,OK,OK,OK,OK,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,28,131232,132707,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,29,132882,134356,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,30,134510,135984,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,31,136129,137603,OK,OK,OK,OK,OK,OK,OK,OK,OK
112126_BM4A1NE1T220810Y0193.csv,32,150210,153536,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,33,153680,157006,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,34,166053,169380,OK,OK,,,,,,,
112126_BM4A1NE1T220810Y0193.csv,35,169537,172863,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,1,8360,12352,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,2,12537,16529,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,3,16677,20669,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,4,39597,42924,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,5,43107,46433,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,6,46589,49915,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,7,61717,63192,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,8,63338,64812,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,9,64961,66435,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,Weak Weld
103751_BM4A2NE1T220810Y0191.csv,10,66596,68070,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,11,80441,81915,OK,OK,OK,Hot Melt,Hot Melt,OK,Hot Melt,OK,OK
103751_BM4A2NE1T220810Y0191.csv,12,82068,83542,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,13,83687,85161,OK,OK,OK,OK,Poor Appearance,Poor Appearance,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,14,85311,86785,OK,OK,OK,Weak Weld,Hot Melt,OK,Weak Weld,Weak Weld,OK
103751_BM4A2NE1T220810Y0191.csv,15,86945,88419,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,16,88564,90038,OK,OK,OK,OK,OK,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,17,102752,104227,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,18,104380,105854,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,19,106002,107477,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,20,107637,109111,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
103751_BM4A2NE1T220810Y0191.csv,21,109290,110764,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,22,110915,112389,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,23,123747,125221,OK,OK,Weak Weld,Weak Weld,Hot Melt,Hot Melt,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,24,125370,126844,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,25,126992,128466,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,26,128630,130105,OK,OK,OK,OK,OK,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,27,130247,131721,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,28,131866,133340,OK,OK,OK,OK,OK,Hot Melt,OK,OK,Hot Melt
103751_BM4A2NE1T220810Y0191.csv,29,133517,134991,OK,OK,OK,OK,OK,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,30,135144,136618,OK,OK,OK,OK,OK,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,31,136763,138237,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,32,149797,153123,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,33,153267,156593,OK,OK,,,,,,,
103751_BM4A2NE1T220810Y0191.csv,34,168355,171681,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103751_BM4A2NE1T220810Y0191.csv,35,171842,175168,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,1,9534,13527,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,2,13710,17702,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,3,17850,21842,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,4,41778,45105,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,5,45288,48614,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,6,48769,52095,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,7,63320,64794,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,8,64947,66421,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,9,66570,68044,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,10,68205,69679,OK,OK,OK,Weak Weld,Weak Weld,Weak Weld,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,11,81490,82964,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,12,83119,84593,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,13,84740,86215,OK,OK,OK,OK,OK,Hot Melt,Weak Weld,OK,OK
103540_BM4A1NE1T220810Y0190.csv,14,86360,87834,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,15,87996,89470,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,16,89614,91089,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,17,102487,103961,OK,OK,OK,Weak Weld,Weak Weld,Weak Weld,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,18,104113,105587,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,19,105737,107211,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,20,107371,108845,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,21,109024,110499,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,22,110649,112123,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,23,123376,124850,OK,OK,OK,OK,Hot Melt,Hot Melt,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,24,125002,126476,OK,OK,OK,OK,OK,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,25,126618,128092,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,26,128239,129713,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,27,129856,131330,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,28,131475,132949,OK,OK,OK,OK,OK,Hot Melt,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,29,133125,134599,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,30,134747,136221,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,31,136365,137839,OK,OK,OK,OK,OK,OK,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,32,148981,152307,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103540_BM4A1NE1T220810Y0190.csv,33,152451,155777,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,34,166619,169945,OK,OK,,,,,,,
103540_BM4A1NE1T220810Y0190.csv,35,170103,173429,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,1,8996,12989,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,2,13173,17166,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,3,17313,21305,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,4,40526,43852,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,5,44046,47373,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,6,47527,50853,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,7,63246,64720,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,8,64876,66350,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,9,66498,67973,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,10,68134,69608,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,11,80734,82209,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,12,82359,83833,OK,OK,OK,OK,OK,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,13,83978,85452,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,14,85600,87074,OK,OK,OK,OK,Poor Appearance,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,15,87236,88710,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,16,88855,90329,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,17,101417,102892,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,18,103040,104514,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,19,104664,106138,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,20,106298,107772,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,21,107951,109425,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,22,109576,111050,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,23,122919,124393,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,24,124542,126016,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,25,126178,127652,OK,OK,OK,OK,OK,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,26,127799,129273,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,27,129416,130890,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,28,131034,132508,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,29,132687,134161,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,30,134315,135789,OK,OK,OK,OK,OK,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,31,135934,137408,OK,OK,,,,,,,
